"Geschäft";"Geschäfts ID";"Datum";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"Betrag MwSt";"Gesamtrabatt";"Gesamt Stornos";"Gesamtrückerstattung (inkl. Steuer)";"Gesamtrückerstattung (ohne Steuer)";"Gesamt Zahlungen";"Gesamtausgaben";"Gesamtbetrag Kundenkonten";"Gesamtbetrag Trinkgeld"
"Suedseite - Bakery and Roastery";"55978";"2025-07-25";"EUR";"912,65";"831,19";"81,46";"0,00";"0,00";"0,00";"0,00";"932,91";"0,00";"0,00";"20,26"
"Suedseite - Bakery and Roastery";"55978";"2025-07-26";"EUR";"1391,28";"1269,29";"121,99";"4,08";"3,30";"0,00";"0,00";"1442,62";"0,00";"0,00";"51,34"
"Suedseite - Bakery and Roastery";"55978";"2025-07-27";"EUR";"1614,33";"1455,72";"158,61";"7,67";"0,00";"0,00";"0,00";"1661,30";"0,00";"0,00";"46,97"
"Suedseite - Bakery and Roastery";"55978";"2025-07-29";"EUR";"1066,94";"980,93";"86,01";"14,37";"0,00";"0,00";"0,00";"1100,56";"0,00";"0,00";"33,62"
"Suedseite - Bakery and Roastery";"55978";"2025-07-30";"EUR";"959,93";"865,85";"94,08";"6,50";"7,50";"0,00";"0,00";"987,18";"0,00";"0,00";"27,25"
"Suedseite - Bakery and Roastery";"55978";"2025-07-31";"EUR";"888,80";"810,76";"78,04";"1,95";"0,00";"0,00";"0,00";"923,65";"0,00";"0,00";"34,85"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"558,70";"507,37";"51,33";"0,60";"0,00";"0,00";"0,00";"570,24";"0,00";"0,00";"11,54"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"562,30";"511,19";"51,11";"0,00";"0,00";"0,00";"0,00";"576,17";"0,00";"0,00";"13,87"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"772,49";"697,20";"72,74";"10,54";"0,00";"-24,20";"-21,65";"764,48";"0,00";"0,00";"16,19"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"648,20";"589,30";"58,90";"0,00";"0,00";"0,00";"0,00";"661,00";"0,00";"0,00";"12,80"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"1329,70";"1197,36";"132,34";"0,00";"0,00";"0,00";"0,00";"1377,80";"0,00";"0,00";"48,10"
"Suedseite - Bakery and Roastery";"55978";"2025-07-06";"EUR";"1699,21";"1524,36";"174,85";"14,41";"0,00";"0,00";"0,00";"1769,62";"0,00";"0,00";"70,41"
"Suedseite - Bakery and Roastery";"55978";"2025-07-08";"EUR";"1091,24";"987,04";"104,20";"1,86";"0,00";"0,00";"0,00";"1124,01";"0,00";"0,00";"32,77"
"Suedseite - Bakery and Roastery";"55978";"2025-07-09";"EUR";"822,20";"745,05";"77,15";"0,00";"0,00";"0,00";"0,00";"845,52";"0,00";"0,00";"23,32"
"Suedseite - Bakery and Roastery";"55978";"2025-07-10";"EUR";"677,99";"610,94";"67,05";"1,95";"0,00";"0,00";"0,00";"699,36";"0,00";"0,00";"21,37"
"Suedseite - Bakery and Roastery";"55978";"2025-07-11";"EUR";"1229,17";"1105,65";"122,32";"7,92";"0,00";"-11,10";"-9,90";"1254,76";"0,00";"0,00";"36,69"
"Suedseite - Bakery and Roastery";"55978";"2025-07-12";"EUR";"1036,45";"942,24";"94,21";"3,45";"0,00";"0,00";"0,00";"1067,74";"0,00";"0,00";"31,29"
"Suedseite - Bakery and Roastery";"55978";"2025-07-13";"EUR";"1656,40";"1484,54";"171,86";"7,80";"0,00";"0,00";"0,00";"1712,95";"0,00";"0,00";"56,55"
"Suedseite - Bakery and Roastery";"55978";"2025-07-15";"EUR";"890,94";"807,53";"83,41";"0,00";"0,00";"0,00";"0,00";"917,00";"0,00";"0,00";"26,06"
"Suedseite - Bakery and Roastery";"55978";"2025-07-16";"EUR";"860,81";"778,89";"81,92";"5,59";"0,00";"0,00";"0,00";"890,15";"0,00";"0,00";"29,34"
"Suedseite - Bakery and Roastery";"55978";"2025-07-17";"EUR";"874,14";"789,85";"84,29";"0,00";"0,00";"0,00";"0,00";"897,81";"0,00";"0,00";"23,67"
"Suedseite - Bakery and Roastery";"55978";"2025-07-18";"EUR";"965,72";"878,99";"86,73";"2,28";"0,00";"0,00";"0,00";"1036,90";"0,00";"0,00";"23,66"
"Suedseite - Bakery and Roastery";"55978";"2025-07-19";"EUR";"1631,32";"1482,51";"148,81";"14,78";"0,00";"0,00";"0,00";"1678,90";"0,00";"0,00";"47,58"
"Suedseite - Bakery and Roastery";"55978";"2025-07-20";"EUR";"1519,72";"1366,26";"153,46";"0,00";"5,60";"0,00";"0,00";"1559,68";"0,00";"0,00";"39,96"
"Suedseite - Bakery and Roastery";"55978";"2025-07-22";"EUR";"1088,74";"991,16";"97,58";"0,00";"4,20";"0,00";"0,00";"1117,64";"0,00";"0,00";"28,90"
"Suedseite - Bakery and Roastery";"55978";"2025-07-23";"EUR";"797,70";"728,50";"66,06";"0,00";"0,00";"-48,00";"-44,86";"776,01";"0,00";"0,00";"26,31"
"Suedseite - Bakery and Roastery";"55978";"2025-07-24";"EUR";"1113,61";"1015,20";"98,41";"9,16";"7,50";"0,00";"0,00";"1143,68";"0,00";"0,00";"30,07"
"Suedseite - Bakery and Roastery";"55978";"2025-07-25";"EUR";"912,65";"831,19";"81,46";"0,00";"0,00";"0,00";"0,00";"932,91";"0,00";"0,00";"20,26"
"Suedseite - Bakery and Roastery";"55978";"2025-07-26";"EUR";"1391,28";"1269,29";"121,99";"4,08";"3,30";"0,00";"0,00";"1442,62";"0,00";"0,00";"51,34"
"Suedseite - Bakery and Roastery";"55978";"2025-07-27";"EUR";"1614,33";"1455,72";"158,61";"7,67";"0,00";"0,00";"0,00";"1661,30";"0,00";"0,00";"46,97"
"Suedseite - Bakery and Roastery";"55978";"2025-07-29";"EUR";"1066,94";"980,93";"86,01";"14,37";"0,00";"0,00";"0,00";"1100,56";"0,00";"0,00";"33,62"
"Suedseite - Bakery and Roastery";"55978";"2025-07-30";"EUR";"959,93";"865,85";"94,08";"6,50";"7,50";"0,00";"0,00";"987,18";"0,00";"0,00";"27,25"
"Suedseite - Bakery and Roastery";"55978";"2025-07-31";"EUR";"888,80";"810,76";"78,04";"1,95";"0,00";"0,00";"0,00";"923,65";"0,00";"0,00";"34,85"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"772,49";"697,20";"72,74";"10,54";"0,00";"-24,20";"-21,65";"764,48";"0,00";"0,00";"16,19"
"Suedseite - Bakery and Roastery";"55978";"2025-07-11";"EUR";"1229,17";"1105,65";"122,32";"7,92";"0,00";"-11,10";"-9,90";"1254,76";"0,00";"0,00";"36,69"
"Suedseite - Bakery and Roastery";"55978";"2025-07-23";"EUR";"797,70";"728,50";"66,06";"0,00";"0,00";"-48,00";"-44,86";"776,01";"0,00";"0,00";"26,31"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"558,70";"507,37";"51,33";"0,60";"0,00";"0,00";"0,00";"570,24";"0,00";"0,00";"11,54"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"562,30";"511,19";"51,11";"0,00";"0,00";"0,00";"0,00";"576,17";"0,00";"0,00";"13,87"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"772,49";"697,20";"72,74";"10,54";"0,00";"-24,20";"-21,65";"764,48";"0,00";"0,00";"16,19"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"648,20";"589,30";"58,90";"0,00";"0,00";"0,00";"0,00";"661,00";"0,00";"0,00";"12,80"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"1329,70";"1197,36";"132,34";"0,00";"0,00";"0,00";"0,00";"1377,80";"0,00";"0,00";"48,10"
"Suedseite - Bakery and Roastery";"55978";"2025-07-06";"EUR";"1699,21";"1524,36";"174,85";"14,41";"0,00";"0,00";"0,00";"1769,62";"0,00";"0,00";"70,41"
"Suedseite - Bakery and Roastery";"55978";"2025-07-08";"EUR";"1091,24";"987,04";"104,20";"1,86";"0,00";"0,00";"0,00";"1124,01";"0,00";"0,00";"32,77"
"Suedseite - Bakery and Roastery";"55978";"2025-07-09";"EUR";"822,20";"745,05";"77,15";"0,00";"0,00";"0,00";"0,00";"845,52";"0,00";"0,00";"23,32"
"Suedseite - Bakery and Roastery";"55978";"2025-07-10";"EUR";"677,99";"610,94";"67,05";"1,95";"0,00";"0,00";"0,00";"699,36";"0,00";"0,00";"21,37"
"Suedseite - Bakery and Roastery";"55978";"2025-07-11";"EUR";"1229,17";"1105,65";"122,32";"7,92";"0,00";"-11,10";"-9,90";"1254,76";"0,00";"0,00";"36,69"
"Suedseite - Bakery and Roastery";"55978";"2025-07-12";"EUR";"1036,45";"942,24";"94,21";"3,45";"0,00";"0,00";"0,00";"1067,74";"0,00";"0,00";"31,29"
"Suedseite - Bakery and Roastery";"55978";"2025-07-13";"EUR";"1656,40";"1484,54";"171,86";"7,80";"0,00";"0,00";"0,00";"1712,95";"0,00";"0,00";"56,55"
"Suedseite - Bakery and Roastery";"55978";"2025-07-15";"EUR";"890,94";"807,53";"83,41";"0,00";"0,00";"0,00";"0,00";"917,00";"0,00";"0,00";"26,06"
"Suedseite - Bakery and Roastery";"55978";"2025-07-16";"EUR";"860,81";"778,89";"81,92";"5,59";"0,00";"0,00";"0,00";"890,15";"0,00";"0,00";"29,34"
"Suedseite - Bakery and Roastery";"55978";"2025-07-17";"EUR";"874,14";"789,85";"84,29";"0,00";"0,00";"0,00";"0,00";"897,81";"0,00";"0,00";"23,67"
"Suedseite - Bakery and Roastery";"55978";"2025-07-18";"EUR";"965,72";"878,99";"86,73";"2,28";"0,00";"0,00";"0,00";"1036,90";"0,00";"0,00";"23,66"
"Suedseite - Bakery and Roastery";"55978";"2025-07-19";"EUR";"1631,32";"1482,51";"148,81";"14,78";"0,00";"0,00";"0,00";"1678,90";"0,00";"0,00";"47,58"
"Suedseite - Bakery and Roastery";"55978";"2025-07-20";"EUR";"1519,72";"1366,26";"153,46";"0,00";"5,60";"0,00";"0,00";"1559,68";"0,00";"0,00";"39,96"
"Suedseite - Bakery and Roastery";"55978";"2025-07-21";"EUR";"21,94";"20,51";"1,43";"1,86";"0,00";"0,00";"0,00";"21,94";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-22";"EUR";"1088,74";"991,16";"97,58";"0,00";"4,20";"0,00";"0,00";"1117,64";"0,00";"0,00";"28,90"
"Suedseite - Bakery and Roastery";"55978";"2025-07-23";"EUR";"797,70";"728,50";"66,06";"0,00";"0,00";"-48,00";"-44,86";"776,01";"0,00";"0,00";"26,31"
"Suedseite - Bakery and Roastery";"55978";"2025-07-24";"EUR";"1113,61";"1015,20";"98,41";"9,16";"7,50";"0,00";"0,00";"1143,68";"0,00";"0,00";"30,07"
"Suedseite - Bakery and Roastery";"55978";"2025-07-25";"EUR";"912,65";"831,19";"81,46";"0,00";"0,00";"0,00";"0,00";"932,91";"0,00";"0,00";"20,26"
"Suedseite - Bakery and Roastery";"55978";"2025-07-26";"EUR";"1391,28";"1269,29";"121,99";"4,08";"3,30";"0,00";"0,00";"1442,62";"0,00";"0,00";"51,34"
"Suedseite - Bakery and Roastery";"55978";"2025-07-27";"EUR";"1614,33";"1455,72";"158,61";"7,67";"0,00";"0,00";"0,00";"1661,30";"0,00";"0,00";"46,97"
"Suedseite - Bakery and Roastery";"55978";"2025-07-29";"EUR";"1066,94";"980,93";"86,01";"14,37";"0,00";"0,00";"0,00";"1100,56";"0,00";"0,00";"33,62"
"Suedseite - Bakery and Roastery";"55978";"2025-07-30";"EUR";"959,93";"865,85";"94,08";"6,50";"7,50";"0,00";"0,00";"987,18";"0,00";"0,00";"27,25"
"Suedseite - Bakery and Roastery";"55978";"2025-07-31";"EUR";"888,80";"810,76";"78,04";"1,95";"0,00";"0,00";"0,00";"923,65";"0,00";"0,00";"34,85"
"Suedseite - Bakery and Roastery";"55978";"2025-07-01";"EUR";"558,70";"507,37";"51,33";"0,60";"0,00";"0,00";"0,00";"570,24";"0,00";"0,00";"11,54"
"Suedseite - Bakery and Roastery";"55978";"2025-07-02";"EUR";"562,30";"511,19";"51,11";"0,00";"0,00";"0,00";"0,00";"576,17";"0,00";"0,00";"13,87"
"Suedseite - Bakery and Roastery";"55978";"2025-07-03";"EUR";"772,49";"697,20";"72,74";"10,54";"0,00";"-24,20";"-21,65";"764,48";"0,00";"0,00";"16,19"
"Suedseite - Bakery and Roastery";"55978";"2025-07-04";"EUR";"648,20";"589,30";"58,90";"0,00";"0,00";"0,00";"0,00";"661,00";"0,00";"0,00";"12,80"
"Suedseite - Bakery and Roastery";"55978";"2025-07-05";"EUR";"1329,70";"1197,36";"132,34";"0,00";"0,00";"0,00";"0,00";"1377,80";"0,00";"0,00";"48,10"
"Suedseite - Bakery and Roastery";"55978";"2025-07-06";"EUR";"1699,21";"1524,36";"174,85";"14,41";"0,00";"0,00";"0,00";"1769,62";"0,00";"0,00";"70,41"
"Suedseite - Bakery and Roastery";"55978";"2025-07-08";"EUR";"1091,24";"987,04";"104,20";"1,86";"0,00";"0,00";"0,00";"1124,01";"0,00";"0,00";"32,77"
"Suedseite - Bakery and Roastery";"55978";"2025-07-09";"EUR";"822,20";"745,05";"77,15";"0,00";"0,00";"0,00";"0,00";"845,52";"0,00";"0,00";"23,32"
"Suedseite - Bakery and Roastery";"55978";"2025-07-10";"EUR";"677,99";"610,94";"67,05";"1,95";"0,00";"0,00";"0,00";"699,36";"0,00";"0,00";"21,37"
"Suedseite - Bakery and Roastery";"55978";"2025-07-11";"EUR";"1229,17";"1105,65";"122,32";"7,92";"0,00";"-11,10";"-9,90";"1254,76";"0,00";"0,00";"36,69"
"Suedseite - Bakery and Roastery";"55978";"2025-07-12";"EUR";"1036,45";"942,24";"94,21";"3,45";"0,00";"0,00";"0,00";"1067,74";"0,00";"0,00";"31,29"
"Suedseite - Bakery and Roastery";"55978";"2025-07-13";"EUR";"1656,40";"1484,54";"171,86";"7,80";"0,00";"0,00";"0,00";"1712,95";"0,00";"0,00";"56,55"
"Suedseite - Bakery and Roastery";"55978";"2025-07-15";"EUR";"890,94";"807,53";"83,41";"0,00";"0,00";"0,00";"0,00";"917,00";"0,00";"0,00";"26,06"
"Suedseite - Bakery and Roastery";"55978";"2025-07-16";"EUR";"860,81";"778,89";"81,92";"5,59";"0,00";"0,00";"0,00";"890,15";"0,00";"0,00";"29,34"
"Suedseite - Bakery and Roastery";"55978";"2025-07-17";"EUR";"874,14";"789,85";"84,29";"0,00";"0,00";"0,00";"0,00";"897,81";"0,00";"0,00";"23,67"
"Suedseite - Bakery and Roastery";"55978";"2025-07-18";"EUR";"965,72";"878,99";"86,73";"2,28";"0,00";"0,00";"0,00";"1036,90";"0,00";"0,00";"23,66"
"Suedseite - Bakery and Roastery";"55978";"2025-07-19";"EUR";"1631,32";"1482,51";"148,81";"14,78";"0,00";"0,00";"0,00";"1678,90";"0,00";"0,00";"47,58"
"Suedseite - Bakery and Roastery";"55978";"2025-07-20";"EUR";"1519,72";"1366,26";"153,46";"0,00";"5,60";"0,00";"0,00";"1559,68";"0,00";"0,00";"39,96"
"Suedseite - Bakery and Roastery";"55978";"2025-07-21";"EUR";"21,94";"20,51";"1,43";"1,86";"0,00";"0,00";"0,00";"21,94";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-07-22";"EUR";"1088,74";"991,16";"97,58";"0,00";"4,20";"0,00";"0,00";"1117,64";"0,00";"0,00";"28,90"
"Suedseite - Bakery and Roastery";"55978";"2025-07-23";"EUR";"797,70";"728,50";"66,06";"0,00";"0,00";"-48,00";"-44,86";"776,01";"0,00";"0,00";"26,31"
"Suedseite - Bakery and Roastery";"55978";"2025-07-24";"EUR";"1113,61";"1015,20";"98,41";"9,16";"7,50";"0,00";"0,00";"1143,68";"0,00";"0,00";"30,07"
"Suedseite - Bakery and Roastery";"55978";"2025-07-25";"EUR";"912,65";"831,19";"81,46";"0,00";"0,00";"0,00";"0,00";"932,91";"0,00";"0,00";"20,26"
"Suedseite - Bakery and Roastery";"55978";"2025-07-26";"EUR";"1391,28";"1269,29";"121,99";"4,08";"3,30";"0,00";"0,00";"1442,62";"0,00";"0,00";"51,34"
"Suedseite - Bakery and Roastery";"55978";"2025-07-27";"EUR";"1614,33";"1455,72";"158,61";"7,67";"0,00";"0,00";"0,00";"1661,30";"0,00";"0,00";"46,97"
"Suedseite - Bakery and Roastery";"55978";"2025-07-29";"EUR";"1066,94";"980,93";"86,01";"14,37";"0,00";"0,00";"0,00";"1100,56";"0,00";"0,00";"33,62"
"Suedseite - Bakery and Roastery";"55978";"2025-07-30";"EUR";"959,93";"865,85";"94,08";"6,50";"7,50";"0,00";"0,00";"987,18";"0,00";"0,00";"27,25"
"Suedseite - Bakery and Roastery";"55978";"2025-07-31";"EUR";"888,80";"810,76";"78,04";"1,95";"0,00";"0,00";"0,00";"923,65";"0,00";"0,00";"34,85"
