"Geschäft";"Geschäfts ID";"Datum";"Währung";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"Betrag MwSt";"Gesamtrabatt";"Gesamt Stornos";"Gesamtrückerstattung (inkl. Steuer)";"Gesamtrückerstattung (ohne Steuer)";"Gesamt Zahlungen";"Gesamtausgaben";"Gesamtbetrag Kundenkonten";"Gesamtbetrag Trinkgeld"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-26";"EUR";"1472,60";"1360,66";"111,50";"17,35";"9,50";"-6,70";"-6,26";"1530,91";"0,00";"0,00";"65,01"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-28";"EUR";"650,02";"599,07";"50,39";"16,58";"0,00";"-3,50";"-2,94";"681,80";"0,00";"0,00";"35,28"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-01";"EUR";"575,06";"534,18";"40,88";"1,05";"0,00";"0,00";"0,00";"601,44";"0,00";"0,00";"26,38"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-02";"EUR";"683,03";"628,08";"54,95";"7,60";"0,00";"0,00";"0,00";"715,51";"0,00";"0,00";"32,48"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-03";"EUR";"864,84";"801,51";"63,33";"22,89";"0,00";"0,00";"0,00";"904,84";"0,00";"0,00";"40,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-04";"EUR";"982,96";"914,19";"68,77";"0,00";"3,50";"0,00";"0,00";"1022,01";"0,00";"0,00";"39,05"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-05";"EUR";"1603,18";"1448,98";"154,20";"18,54";"0,00";"0,00";"0,00";"1671,92";"0,00";"0,00";"68,74"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-06";"EUR";"1453,35";"1338,63";"114,72";"0,00";"0,00";"0,00";"0,00";"1519,04";"0,00";"0,00";"65,69"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-07";"EUR";"778,64";"722,27";"56,37";"4,00";"0,00";"0,00";"0,00";"812,34";"0,00";"0,00";"33,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-08";"EUR";"661,93";"611,52";"50,41";"5,27";"0,00";"0,00";"0,00";"687,20";"0,00";"0,00";"25,27"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-09";"EUR";"653,19";"599,02";"54,17";"3,00";"7,80";"0,00";"0,00";"672,61";"0,00";"0,00";"19,42"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-10";"EUR";"598,94";"552,89";"46,05";"5,31";"0,00";"0,00";"0,00";"634,11";"0,00";"0,00";"35,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-11";"EUR";"1040,51";"954,81";"85,70";"0,00";"0,00";"0,00";"0,00";"1104,54";"0,00";"0,00";"40,93"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-12";"EUR";"1595,47";"1486,68";"108,79";"11,03";"3,30";"0,00";"0,00";"1681,66";"0,00";"0,00";"86,19"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-13";"EUR";"953,13";"875,89";"75,79";"4,92";"8,60";"-22,15";"-20,70";"990,56";"0,00";"0,00";"59,58"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-14";"EUR";"844,54";"774,00";"70,54";"1,86";"0,00";"0,00";"0,00";"874,00";"0,00";"0,00";"29,46"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-15";"EUR";"648,43";"599,24";"49,19";"9,25";"0,00";"0,00";"0,00";"674,26";"0,00";"0,00";"25,83"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-16";"EUR";"767,29";"703,28";"64,01";"0,00";"0,00";"0,00";"0,00";"805,15";"0,00";"0,00";"37,86"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-17";"EUR";"622,99";"575,21";"47,78";"9,06";"0,00";"0,00";"0,00";"652,56";"0,00";"0,00";"29,57"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-18";"EUR";"826,82";"759,75";"67,07";"3,80";"0,00";"0,00";"0,00";"866,94";"0,00";"0,00";"40,12"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-19";"EUR";"1700,62";"1560,39";"140,23";"23,48";"4,60";"0,00";"0,00";"1770,82";"0,00";"0,00";"70,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-20";"EUR";"916,01";"837,09";"78,92";"0,00";"0,00";"0,00";"0,00";"948,13";"0,00";"0,00";"32,12"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-21";"EUR";"1012,63";"931,47";"81,16";"24,92";"8,50";"0,00";"0,00";"1071,48";"0,00";"0,00";"58,85"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-22";"EUR";"802,02";"746,98";"55,04";"3,38";"0,00";"0,00";"0,00";"833,60";"0,00";"0,00";"31,58"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-23";"EUR";"827,42";"763,36";"64,06";"7,18";"0,00";"0,00";"0,00";"859,04";"0,00";"0,00";"31,62"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-24";"EUR";"749,30";"691,27";"58,03";"22,86";"0,00";"0,00";"0,00";"779,01";"0,00";"0,00";"29,71"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-25";"EUR";"873,99";"809,11";"64,88";"2,28";"0,00";"0,00";"0,00";"896,80";"0,00";"0,00";"22,81"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-26";"EUR";"1472,60";"1360,66";"111,50";"17,35";"9,50";"-6,70";"-6,26";"1530,91";"0,00";"0,00";"65,01"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-27";"EUR";"1294,83";"1200,60";"94,23";"3,42";"0,00";"0,00";"0,00";"1369,20";"0,00";"0,00";"74,37"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-28";"EUR";"650,02";"599,07";"50,39";"16,58";"0,00";"-3,50";"-2,94";"681,80";"0,00";"0,00";"35,28"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-29";"EUR";"616,37";"577,39";"38,98";"5,68";"0,00";"0,00";"0,00";"647,78";"0,00";"0,00";"31,41"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-30";"EUR";"800,11";"744,66";"55,45";"1,05";"0,00";"0,00";"0,00";"833,70";"0,00";"0,00";"33,59"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-01";"EUR";"575,06";"534,18";"40,88";"1,05";"0,00";"0,00";"0,00";"601,44";"0,00";"0,00";"26,38"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-02";"EUR";"683,03";"628,08";"54,95";"7,60";"0,00";"0,00";"0,00";"715,51";"0,00";"0,00";"32,48"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-03";"EUR";"864,84";"801,51";"63,33";"22,89";"0,00";"0,00";"0,00";"904,84";"0,00";"0,00";"40,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-04";"EUR";"982,96";"914,19";"68,77";"0,00";"3,50";"0,00";"0,00";"1022,01";"0,00";"0,00";"39,05"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-05";"EUR";"1603,18";"1448,98";"154,20";"18,54";"0,00";"0,00";"0,00";"1671,92";"0,00";"0,00";"68,74"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-06";"EUR";"1453,35";"1338,63";"114,72";"0,00";"0,00";"0,00";"0,00";"1519,04";"0,00";"0,00";"65,69"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-07";"EUR";"778,64";"722,27";"56,37";"4,00";"0,00";"0,00";"0,00";"812,34";"0,00";"0,00";"33,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-08";"EUR";"661,93";"611,52";"50,41";"5,27";"0,00";"0,00";"0,00";"687,20";"0,00";"0,00";"25,27"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-09";"EUR";"653,19";"599,02";"54,17";"3,00";"7,80";"0,00";"0,00";"672,61";"0,00";"0,00";"19,42"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-10";"EUR";"598,94";"552,89";"46,05";"5,31";"0,00";"0,00";"0,00";"634,11";"0,00";"0,00";"35,17"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-11";"EUR";"1040,51";"954,81";"85,70";"0,00";"0,00";"0,00";"0,00";"1104,54";"0,00";"0,00";"40,93"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-12";"EUR";"1595,47";"1486,68";"108,79";"11,03";"3,30";"0,00";"0,00";"1681,66";"0,00";"0,00";"86,19"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-13";"EUR";"953,13";"875,89";"75,79";"4,92";"8,60";"-22,15";"-20,70";"990,56";"0,00";"0,00";"59,58"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-14";"EUR";"844,54";"774,00";"70,54";"1,86";"0,00";"0,00";"0,00";"874,00";"0,00";"0,00";"29,46"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-15";"EUR";"648,43";"599,24";"49,19";"9,25";"0,00";"0,00";"0,00";"674,26";"0,00";"0,00";"25,83"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-16";"EUR";"767,29";"703,28";"64,01";"0,00";"0,00";"0,00";"0,00";"805,15";"0,00";"0,00";"37,86"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-17";"EUR";"622,99";"575,21";"47,78";"9,06";"0,00";"0,00";"0,00";"652,56";"0,00";"0,00";"29,57"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-18";"EUR";"826,82";"759,75";"67,07";"3,80";"0,00";"0,00";"0,00";"866,94";"0,00";"0,00";"40,12"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-19";"EUR";"1700,62";"1560,39";"140,23";"23,48";"4,60";"0,00";"0,00";"1770,82";"0,00";"0,00";"70,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-20";"EUR";"916,01";"837,09";"78,92";"0,00";"0,00";"0,00";"0,00";"948,13";"0,00";"0,00";"32,12"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-21";"EUR";"1012,63";"931,47";"81,16";"24,92";"8,50";"0,00";"0,00";"1071,48";"0,00";"0,00";"58,85"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-22";"EUR";"802,02";"746,98";"55,04";"3,38";"0,00";"0,00";"0,00";"833,60";"0,00";"0,00";"31,58"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-23";"EUR";"827,42";"763,36";"64,06";"7,18";"0,00";"0,00";"0,00";"859,04";"0,00";"0,00";"31,62"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-24";"EUR";"749,30";"691,27";"58,03";"22,86";"0,00";"0,00";"0,00";"779,01";"0,00";"0,00";"29,71"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-25";"EUR";"873,99";"809,11";"64,88";"2,28";"0,00";"0,00";"0,00";"896,80";"0,00";"0,00";"22,81"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-26";"EUR";"1472,60";"1360,66";"111,50";"17,35";"9,50";"-6,70";"-6,26";"1530,91";"0,00";"0,00";"65,01"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-27";"EUR";"1294,83";"1200,60";"94,23";"3,42";"0,00";"0,00";"0,00";"1369,20";"0,00";"0,00";"74,37"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-28";"EUR";"650,02";"599,07";"50,39";"16,58";"0,00";"-3,50";"-2,94";"681,80";"0,00";"0,00";"35,28"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-29";"EUR";"616,37";"577,39";"38,98";"5,68";"0,00";"0,00";"0,00";"647,78";"0,00";"0,00";"31,41"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-04-30";"EUR";"800,11";"744,66";"55,45";"1,05";"0,00";"0,00";"0,00";"833,70";"0,00";"0,00";"33,59"
